pos_x,pos_y,pos_z
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.707029109655523207e+06,4.688711955764515325e+06,3.360431434222325683e+06
-2.707029109365523327e+06,4.688711956054515205e+06,3.360431434512325563e+06
-2.707029108804523014e+06,4.688711956615514122e+06,3.360431435073324945e+06
-2.707029107899623923e+06,4.688711957520413212e+06,3.360431435978224501e+06
-2.707029106585214846e+06,4.688711958834823221e+06,3.360431437292633113e+06
-2.707029104802246671e+06,4.688711960617791861e+06,3.360431439075600822e+06
-2.707029102497576270e+06,4.688711962922464125e+06,3.360431441380271688e+06
-2.707029099623373710e+06,4.688711965796668082e+06,3.360431444254475180e+06
-2.707029096136591863e+06,4.688711969283451326e+06,3.360431447741257492e+06
-2.707029091998488177e+06,4.688711973421555944e+06,3.360431451879360247e+06
-2.707029087174195331e+06,4.688711978245850652e+06,3.360431456703652162e+06
-2.707029081632331479e+06,4.688711983787716366e+06,3.360431462245513685e+06
-2.707029075344654266e+06,4.688711990075396374e+06,3.360431468533188570e+06
-2.707029068285744172e+06,4.688711997134308331e+06,3.360431475592095405e+06
-2.707029060432724189e+06,4.688712004987328313e+06,3.360431483445111196e+06
-2.707029051765007433e+06,4.688712013655045070e+06,3.360431492112824228e+06
-2.707029042264061980e+06,4.688712023155990057e+06,3.360431501613765024e+06
-2.707029031913211104e+06,4.688712033506839536e+06,3.360431511964609846e+06
-2.707029020697444677e+06,4.688712044722604565e+06,3.360431523180369288e+06
-2.707029008603254799e+06,4.688712056816792116e+06,3.360431535274550319e+06
-2.707028995618483983e+06,4.688712069801560603e+06,3.360431548259311821e+06
-2.707028981732190121e+06,4.688712083687852137e+06,3.360431562145594507e+06
-2.707028966934525874e+06,4.688712098485513590e+06,3.360431576943246648e+06
-2.707028951216628309e+06,4.688712114203409292e+06,3.360431592661132105e+06
-2.707028934570520651e+06,4.688712130849515088e+06,3.360431609307226259e+06
-2.707028916989023797e+06,4.688712148431008682e+06,3.360431626888708677e+06
-2.707028898465677164e+06,4.688712166954353452e+06,3.360431645412040874e+06
-2.707028878994665574e+06,4.688712186425361782e+06,3.360431664883036632e+06
-2.707028858570755459e+06,4.688712206849268638e+06,3.360431685306929983e+06
-2.707028837189236190e+06,4.688712228230784647e+06,3.360431706688431092e+06
-2.707028814845867921e+06,4.688712250574149191e+06,3.360431729031778872e+06
-2.707028791536835954e+06,4.688712273883176968e+06,3.360431752340788487e+06
-2.707028767258707434e+06,4.688712298161300831e+06,3.360431776618894655e+06
-2.707028742008391302e+06,4.688712323411610909e+06,3.360431801869186573e+06
-2.707028715783106629e+06,4.688712349636889063e+06,3.360431828094446100e+06
-2.707028688580350485e+06,4.688712376839638688e+06,3.360431855297177099e+06
-2.707028660397869535e+06,4.688712405022113584e+06,3.360431883479631040e+06
-2.707028631233635824e+06,4.688712434186340310e+06,3.360431912643835414e+06
-2.707028601085824892e+06,4.688712464334143326e+06,3.360431942791615613e+06
-2.707028569952794816e+06,4.688712495467165485e+06,3.360431973924613092e+06
-2.707028537833067123e+06,4.688712527586884797e+06,3.360432006044306792e+06
-2.707028504725311883e+06,4.688712560694632120e+06,3.360432039152027108e+06
-2.707028470628331415e+06,4.688712594791604206e+06,3.360432073248970322e+06
-2.707028435541049577e+06,4.688712629878878593e+06,3.360432108336214907e+06
-2.707028399462495930e+06,4.688712665957424790e+06,3.360432144414730370e+06
-2.707028362391797360e+06,4.688712703028115444e+06,3.360432181485389359e+06
-2.707028324328168295e+06,4.688712741091735661e+06,3.360432219548977446e+06
-2.707028285270901397e+06,4.688712780148993246e+06,3.360432258606201038e+06
-2.707028245219361037e+06,4.688712820200524293e+06,3.360432298657697160e+06
-2.707028204172974452e+06,4.688712861246900633e+06,3.360432339704037644e+06
-2.707028162131226622e+06,4.688712903288639151e+06,3.360432381745738909e+06
-2.707028119093652815e+06,4.688712946326202713e+06,3.360432424783264752e+06
-2.707028075059836265e+06,4.688712990360009484e+06,3.360432468817032408e+06
-2.707028030029400252e+06,4.688713035390434787e+06,3.360432513847417664e+06
-2.707027984002007172e+06,4.688713081417816691e+06,3.360432559874758590e+06
-2.707027936977352016e+06,4.688713128442459740e+06,3.360432606899359263e+06
-2.707027888955161441e+06,4.688713176464637741e+06,3.360432654921494424e+06
-2.707027839935189113e+06,4.688713225484596565e+06,3.360432703941409010e+06
-2.707027789917212445e+06,4.688713275502558798e+06,3.360432753959326074e+06
-2.707027738901033066e+06,4.688713326518724672e+06,3.360432804975445382e+06
-2.707027686886470299e+06,4.688713378533273004e+06,3.360432856989947148e+06
-2.707027633873363491e+06,4.688713431546364911e+06,3.360432910002992023e+06
-2.707027579861566890e+06,4.688713485558146611e+06,3.360432964014725294e+06
-2.707027524850949179e+06,4.688713540568748489e+06,3.360433019025277812e+06
-2.707027468841392547e+06,4.688713596578289755e+06,3.360433075034767855e+06
-2.707027411832790822e+06,4.688713653586875647e+06,3.360433132043301128e+06
-2.707027353825048078e+06,4.688713711594602093e+06,3.360433190050973557e+06
-2.707027294818079565e+06,4.688713770601555705e+06,3.360433249057870358e+06
-2.707027234811807517e+06,4.688713830607812852e+06,3.360433309064070228e+06
-2.707027173806161620e+06,4.688713891613443382e+06,3.360433370069642086e+06
-2.707027111801079940e+06,4.688713953618509695e+06,3.360433432074648794e+06
-2.707027048796505667e+06,4.688714016623068601e+06,3.360433495079146232e+06
-2.707026984792388044e+06,4.688714080627170391e+06,3.360433559083185159e+06
-2.707026919788680505e+06,4.688714145630861633e+06,3.360433624086811207e+06
-2.707026853785343003e+06,4.688714211634182371e+06,3.360433690090065356e+06
-2.707026786782337353e+06,4.688714278637169860e+06,3.360433757092984859e+06
-2.707026718779632356e+06,4.688714346639857627e+06,3.360433825095603708e+06
-2.707026649777196813e+06,4.688714415642274544e+06,3.360433894097950775e+06
-2.707026579775003251e+06,4.688714485644448549e+06,3.360433964100054000e+06
-2.707026508773028385e+06,4.688714556646403857e+06,3.360434035101936199e+06
-2.707026436771250796e+06,4.688714628648162819e+06,3.360434107103619725e+06
-2.707026363769649994e+06,4.688714701649744995e+06,3.360434180105124600e+06
-2.707026289768208284e+06,4.688714775651167147e+06,3.360434254106467590e+06
-2.707026214766909834e+06,4.688714850652446970e+06,3.360434329107664991e+06
-2.707026138765740208e+06,4.688714926653597504e+06,3.360434405108731706e+06
-2.707026061764686834e+06,4.688715003654630855e+06,3.360434482109679841e+06
-2.707025983763737604e+06,4.688715081655560061e+06,3.360434560110520571e+06
-2.707025904762882274e+06,4.688715160656394437e+06,3.360434639111265540e+06
-2.707025824762111530e+06,4.688715240657144226e+06,3.360434719111924060e+06
-2.707025743761416525e+06,4.688715321657816879e+06,3.360434800112504046e+06
-2.707025661760791205e+06,4.688715403658420779e+06,3.360434882113012485e+06
-2.707025578760228120e+06,4.688715486658963375e+06,3.360434965113456361e+06
-2.707025494759719819e+06,4.688715570659451187e+06,3.360435049113841727e+06
-2.707025409759261180e+06,4.688715655659888871e+06,3.360435134114174638e+06
-2.707025323758848011e+06,4.688715741660282016e+06,3.360435220114460215e+06
-2.707025236758474726e+06,4.688715828660635278e+06,3.360435307114703115e+06
-2.707025148758137599e+06,4.688715916660951450e+06,3.360435395114906598e+06
-2.707025059757832438e+06,4.688716005661234260e+06,3.360435484115074854e+06
-2.707024969757557381e+06,4.688716095661488362e+06,3.360435574115210213e+06
-2.707024878757308237e+06,4.688716186661715619e+06,3.360435665115316398e+06
-2.707024786757084541e+06,4.688716278661918826e+06,3.360435757115395740e+06
-2.707024693756882101e+06,4.688716371662100777e+06,3.360435850115450099e+06
-2.707024599756698590e+06,4.688716465662263334e+06,3.360435944115481339e+06
-2.707024504756532144e+06,4.688716560662409291e+06,3.360436039115492254e+06
-2.707024408756380901e+06,4.688716656662539579e+06,3.360436135115483776e+06
-2.707024311756243929e+06,4.688716753662656993e+06,3.360436232115458231e+06
-2.707024213756119832e+06,4.688716851662761532e+06,3.360436330115417019e+06
-2.707024114756007213e+06,4.688716950662855059e+06,3.360436429115361068e+06
-2.707024014755905606e+06,4.688717050662939437e+06,3.360436529115291312e+06
-2.707023913755813148e+06,4.688717151663015597e+06,3.360436630115209147e+06
-2.707023811755729374e+06,4.688717253663083538e+06,3.360436732115114573e+06
-2.707023708755653817e+06,4.688717356663144194e+06,3.360436835115009453e+06
-2.707023604755585082e+06,4.688717460663197562e+06,3.360436939114894718e+06
-2.707023499755523633e+06,4.688717565663245507e+06,3.360437044114770368e+06
-2.707023393755467609e+06,4.688717671663288027e+06,3.360437150114637800e+06
-2.707023286755416542e+06,4.688717778663326055e+06,3.360437257114497013e+06
-2.707023178755369503e+06,4.688717886663359590e+06,3.360437365114348475e+06
-2.707023069755326491e+06,4.688717995663388632e+06,3.360437474114193581e+06
-2.707022959755287506e+06,4.688718105663414113e+06,3.360437584114032332e+06
-2.707022848755251616e+06,4.688718216663436964e+06,3.360437695113864727e+06
-2.707022736755218357e+06,4.688718328663457185e+06,3.360437807113691233e+06
-2.707022623755187728e+06,4.688718441663475707e+06,3.360437920113511384e+06
-2.707022509755158797e+06,4.688718555663491599e+06,3.360438034113326110e+06
-2.707022394755132031e+06,4.688718670663505793e+06,3.360438149113135878e+06
-2.707022278755106498e+06,4.688718786663518287e+06,3.360438265112942550e+06
-2.707022161755082197e+06,4.688718903663528152e+06,3.360438382112744264e+06
-2.707022043755058665e+06,4.688719021663536318e+06,3.360438500112542417e+06
-2.707021924755036831e+06,4.688719140663542785e+06,3.360438619112336542e+06
-2.707021804755015764e+06,4.688719260663548484e+06,3.360438739112127107e+06
-2.707021683754995931e+06,4.688719381663552485e+06,3.360438860111915041e+06
-2.707021561754976865e+06,4.688719503663554788e+06,3.360438982111699414e+06
-2.707021438754959498e+06,4.688719626663555391e+06,3.360439105111480691e+06
-2.707021314754942898e+06,4.688719750663555227e+06,3.360439229111258872e+06
-2.707021189754926600e+06,4.688719875663554296e+06,3.360439354111033492e+06
-2.707021063754911534e+06,4.688720001663552597e+06,3.360439480110804550e+06
-2.707020936754897702e+06,4.688720128663549200e+06,3.360439607110572513e+06
-2.707020808754884172e+06,4.688720256663545035e+06,3.360439735110337846e+06
-2.707020679754871409e+06,4.688720385663541034e+06,3.360439864110100549e+06
-2.707020549754859414e+06,4.688720515663536265e+06,3.360439994109860621e+06
-2.707020418754847720e+06,4.688720646663531661e+06,3.360440125109617133e+06
-2.707020286754836328e+06,4.688720778663526289e+06,3.360440257109370548e+06
-2.707020153754825704e+06,4.688720911663521081e+06,3.360440390109121334e+06
-2.707020019754815381e+06,4.688721045663515106e+06,3.360440524108869489e+06
-2.707019884754805360e+06,4.688721180663509294e+06,3.360440659108615480e+06
-2.707019748754795641e+06,4.688721316663502716e+06,3.360440795108358841e+06
-2.707019611754786223e+06,4.688721453663495369e+06,3.360440932108098641e+06
-2.707019473754776642e+06,4.688721591663488187e+06,3.360441070107836276e+06
-2.707019334754766896e+06,4.688721730663480237e+06,3.360441209107571281e+06
-2.707019194754756987e+06,4.688721870663472451e+06,3.360441349107304122e+06
-2.707019053754746448e+06,4.688722011663464829e+06,3.360441490107034799e+06
-2.707018911754735745e+06,4.688722153663457371e+06,3.360441632106762845e+06
-2.707018768754724879e+06,4.688722296663449146e+06,3.360441775106487796e+06
-2.707018624754714314e+06,4.688722440663441084e+06,3.360441919106209651e+06
-2.707018479754704516e+06,4.688722585663434118e+06,3.360442064105927479e+06
-2.707018333754695021e+06,4.688722731663426384e+06,3.360442210105642676e+06
-2.707018186754685361e+06,4.688722878663418815e+06,3.360442357105355244e+06
-2.707018038754675537e+06,4.688723026663410477e+06,3.360442505105065182e+06
-2.707017889754666016e+06,4.688723175663402304e+06,3.360442654104772955e+06
-2.707017739754656330e+06,4.688723325663394295e+06,3.360442804104478098e+06
-2.707017588754647411e+06,4.688723476663386449e+06,3.360442955104181077e+06
-2.707017436754638329e+06,4.688723628663376905e+06,3.360443107103881426e+06
-2.707017283754628152e+06,4.688723781663367525e+06,3.360443260103579145e+06
-2.707017129754618742e+06,4.688723935663358308e+06,3.360443414103273768e+06
-2.707016974754608702e+06,4.688724090663350187e+06,3.360443569102965761e+06
-2.707016818754598964e+06,4.688724246663342230e+06,3.360443725102655590e+06
-2.707016661754589528e+06,4.688724403663334437e+06,3.360443882102342322e+06
-2.707016503754580859e+06,4.688724561663325876e+06,3.360444040102026425e+06
-2.707016344754572026e+06,4.688724720663317479e+06,3.360444199101707898e+06
-2.707016184754563030e+06,4.688724880663309246e+06,3.360444359101386741e+06
-2.707016023754555732e+06,4.688725041663301177e+06,3.360444520101063419e+06
-2.707015861754549202e+06,4.688725203663293272e+06,3.360444682100737002e+06
-2.707015698754542507e+06,4.688725366663285531e+06,3.360444845100408886e+06
-2.707015534754535183e+06,4.688725530663277954e+06,3.360445009100078139e+06
-2.707015369754528627e+06,4.688725695663270541e+06,3.360445174099744763e+06
-2.707015203754522372e+06,4.688725861663263291e+06,3.360445340099408757e+06
-2.707015036754515953e+06,4.688726028663255274e+06,3.360445507099071052e+06
-2.707014868754510768e+06,4.688726196663248353e+06,3.360445675098730251e+06
-2.707014699754504953e+06,4.688726365663241595e+06,3.360445844098386355e+06
-2.707014529754499439e+06,4.688726535663235001e+06,3.360446014098039828e+06
-2.707014358754493762e+06,4.688726706663227640e+06,3.360446185097689275e+06
-2.707014186754487921e+06,4.688726878663219512e+06,3.360446357097335625e+06
-2.707014013754482381e+06,4.688727051663212478e+06,3.360446530096977949e+06
-2.707013839754477609e+06,4.688727225663204677e+06,3.360446704096616246e+06
-2.707013664754473139e+06,4.688727400663197041e+06,3.360446879096251912e+06
-2.707013488754468970e+06,4.688727576663189568e+06,3.360447055095884483e+06
-2.707013311754465569e+06,4.688727753663182259e+06,3.360447232095513027e+06
-2.707013133754462469e+06,4.688727931663175113e+06,3.360447410095138010e+06
-2.707012954754459206e+06,4.688728110663168132e+06,3.360447589094759431e+06
-2.707012774754456244e+06,4.688728290663161315e+06,3.360447769094378222e+06
-2.707012593754453585e+06,4.688728471663154662e+06,3.360447950093993451e+06
-2.707012411754451692e+06,4.688728653663148172e+06,3.360448132093606982e+06
-2.707012228754449170e+06,4.688728836663141847e+06,3.360448315093217883e+06
-2.707012044754446950e+06,4.688729020663135685e+06,3.360448499092825688e+06
-2.707011859754445497e+06,4.688729205663129687e+06,3.360448684092429932e+06
-2.707011673754444346e+06,4.688729391663123854e+06,3.360448870092030615e+06
-2.707011486754443496e+06,4.688729578663118184e+06,3.360449057091629133e+06
-2.707011298754443415e+06,4.688729766663112678e+06,3.360449245091225021e+06
-2.707011109754443634e+06,4.688729955663107336e+06,3.360449434090817813e+06
-2.707010919754443225e+06,4.688730145663101226e+06,3.360449624090407509e+06
-2.707010728754443116e+06,4.688730336663095281e+06,3.360449815089994576e+06
-2.707010536754443776e+06,4.688730528663089499e+06,3.360450007089578547e+06
-2.707010343754444737e+06,4.688730721663083881e+06,3.360450200089159887e+06
-2.707010149754445534e+06,4.688730915663077496e+06,3.360450394088736735e+06
-2.707009954754446167e+06,4.688731110663071275e+06,3.360450589088311419e+06
-2.707009758754446637e+06,4.688731306663064286e+06,3.360450785087883007e+06
-2.707009561754446477e+06,4.688731503663058393e+06,3.360450982087451033e+06
-2.707009363754446618e+06,4.688731701663051732e+06,3.360451180087015964e+06
-2.707009164754447062e+06,4.688731900663045235e+06,3.360451379086578730e+06
-2.707008964754446875e+06,4.688732100663037971e+06,3.360451579086139333e+06
-2.707008763754446525e+06,4.688732301663029939e+06,3.360451780085698236e+06
-2.707008561754446477e+06,4.688732503663021140e+06,3.360451982085254509e+06
-2.707008358754446264e+06,4.688732706663012505e+06,3.360452185084808618e+06
-2.707008154754445422e+06,4.688732910663004033e+06,3.360452389084359631e+06
-2.707007949754444417e+06,4.688733115662995726e+06,3.360452594083908014e+06
-2.707007743754444178e+06,4.688733321662986651e+06,3.360452800083453301e+06
-2.707007536754443310e+06,4.688733528662977740e+06,3.360453007082995959e+06
-2.707007328754442278e+06,4.688733736662968993e+06,3.360453215082535520e+06
-2.707007119754441082e+06,4.688733945662959479e+06,3.360453424082072452e+06
-2.707006909754439723e+06,4.688734155662949197e+06,3.360453634081607684e+06
-2.707006698754438665e+06,4.688734366662939079e+06,3.360453845081140287e+06
-2.707006486754437443e+06,4.688734578662929125e+06,3.360454057080669794e+06
-2.707006273754436988e+06,4.688734791662919335e+06,3.360454270080196206e+06
-2.707006059754436370e+06,4.688735005662909709e+06,3.360454484079719521e+06
-2.707005844754436053e+06,4.688735220662901178e+06,3.360454699079241604e+06
-2.707005628754436038e+06,4.688735436662892811e+06,3.360454915078761987e+06
-2.707005411754436791e+06,4.688735653662884608e+06,3.360455132078280207e+06
-2.707005193754438311e+06,4.688735871662875637e+06,3.360455350077796262e+06
-2.707004974754439667e+06,4.688736090662866831e+06,3.360455569077310618e+06
-2.707004754754441325e+06,4.688736310662858188e+06,3.360455789076823741e+06
-2.707004533754442818e+06,4.688736531662848778e+06,3.360456010076335166e+06
-2.707004311754444614e+06,4.688736753662838601e+06,3.360456232075845357e+06
-2.707004088754446711e+06,4.688736976662828587e+06,3.360456455075353850e+06
-2.707003864754450042e+06,4.688737200662818737e+06,3.360456679074861109e+06
-2.707003639754454140e+06,4.688737425662809052e+06,3.360456904074366204e+06
-2.707003413754458074e+06,4.688737651662799530e+06,3.360457130073869601e+06
-2.707003186754462775e+06,4.688737878662789240e+06,3.360457357073371764e+06
-2.707002958754467312e+06,4.688738106662779115e+06,3.360457585072871763e+06
-2.707002729754471686e+06,4.688738335662768222e+06,3.360457814072369132e+06
-2.707002499754477292e+06,4.688738565662757494e+06,3.360458044071864337e+06
-2.707002268754482735e+06,4.688738796662746929e+06,3.360458275071357843e+06
-2.707002036754487548e+06,4.688739028662735596e+06,3.360458507070848718e+06
-2.707001803754492663e+06,4.688739261662724428e+06,3.360458740070337430e+06
-2.707001569754498079e+06,4.688739495662713423e+06,3.360458974069824908e+06
-2.707001334754503332e+06,4.688739730662703514e+06,3.360459209069310222e+06
-2.707001098754509352e+06,4.688739966662692837e+06,3.360459445068793837e+06
-2.707000861754515674e+06,4.688740203662683256e+06,3.360459682068275753e+06
-2.707000623754522763e+06,4.688740441662672907e+06,3.360459920067755505e+06
-2.707000384754529689e+06,4.688740680662663653e+06,3.360460159067234024e+06
-2.707000144754537847e+06,4.688740920662654564e+06,3.360460399066710379e+06
-2.706999903754546307e+06,4.688741161662645638e+06,3.360460640066185035e+06
-2.706999661754554603e+06,4.688741403662636876e+06,3.360460882065657992e+06
-2.706999418754563667e+06,4.688741646662628278e+06,3.360461125065129716e+06
-2.706999174754572567e+06,4.688741890662619844e+06,3.360461369064599741e+06
-2.706998929754582234e+06,4.688742135662611574e+06,3.360461614064068068e+06
-2.706998683754591737e+06,4.688742381662603468e+06,3.360461860063533764e+06
-2.706998436754601542e+06,4.688742628662595525e+06,3.360462107062998693e+06
-2.706998188754611649e+06,4.688742876662587747e+06,3.360462355062461924e+06
-2.706997939754622988e+06,4.688743125662580132e+06,3.360462604061923921e+06
-2.706997689754634164e+06,4.688743375662572682e+06,3.360462854061384685e+06
-2.706997438754645642e+06,4.688743626662566327e+06,3.360463105060843751e+06
-2.706997186754656956e+06,4.688743878662560135e+06,3.360463357060301583e+06
-2.706996933754669037e+06,4.688744131662554108e+06,3.360463610059757717e+06
-2.706996679754681885e+06,4.688744385662549175e+06,3.360463864059212152e+06
-2.706996424754695967e+06,4.688744640662544407e+06,3.360464119058664888e+06
-2.706996168754710350e+06,4.688744896662540734e+06,3.360464375058116391e+06
-2.706995911754725967e+06,4.688745153662537225e+06,3.360464632057566661e+06
-2.706995653754740953e+06,4.688745411662533879e+06,3.360464890057015698e+06
-2.706995394754756708e+06,4.688745670662530698e+06,3.360465149056463502e+06
-2.706995134754772764e+06,4.688745930662527680e+06,3.360465409055909608e+06
-2.706994873754788656e+06,4.688746191662524827e+06,3.360465670055354945e+06
-2.706994611754804850e+06,4.688746453662523068e+06,3.360465932054798584e+06
-2.706994348754821811e+06,4.688746716662522405e+06,3.360466195054240990e+06
-2.706994084754839074e+06,4.688746980662522838e+06,3.360466459053681698e+06
-2.706993819754856639e+06,4.688747245662523434e+06,3.360466724053121172e+06
-2.706993553754874971e+06,4.688747511662525125e+06,3.360466990052559413e+06
-2.706993286754894070e+06,4.688747778662527911e+06,3.360467257051995955e+06
-2.706993018754913937e+06,4.688748046662530862e+06,3.360467525051431265e+06
-2.706992749754934572e+06,4.688748315662533976e+06,3.360467794050865341e+06
-2.706992479754956439e+06,4.688748585662538186e+06,3.360468064050298184e+06
-2.706992208754979074e+06,4.688748856662543491e+06,3.360468335049729329e+06
-2.706991936755002476e+06,4.688749128662548959e+06,3.360468607049159706e+06
-2.706991663755027112e+06,4.688749401662555523e+06,3.360468880048588850e+06
-2.706991389755052514e+06,4.688749675662563182e+06,3.360469154048016760e+06
-2.706991114755079150e+06,4.688749950662571006e+06,3.360469429047443438e+06
-2.706990838755107019e+06,4.688750226662579924e+06,3.360469705046869349e+06
-2.706990561755136121e+06,4.688750503662589937e+06,3.360469982046293560e+06
-2.706990283755166456e+06,4.688750781662601046e+06,3.360470260045715608e+06
-2.706990004755197559e+06,4.688751060662613250e+06,3.360470539045136422e+06
-2.706989724755229894e+06,4.688751340662626550e+06,3.360470819044556934e+06
-2.706989443755263463e+06,4.688751621662640944e+06,3.360471100043976214e+06
-2.706989161755298264e+06,4.688751903662656434e+06,3.360471382043394726e+06
-2.706988878755333368e+06,4.688752186662672088e+06,3.360471665042812470e+06
-2.706988594755369704e+06,4.688752470662687905e+06,3.360471949042228982e+06
-2.706988309755407274e+06,4.688752755662704818e+06,3.360472234041644260e+06
-2.706988023755446076e+06,4.688753041662721895e+06,3.360472520041058306e+06
-2.706987736755486578e+06,4.688753328662740067e+06,3.360472807040470652e+06
-2.706987448755527847e+06,4.688753616662758403e+06,3.360473095039881766e+06
-2.706987159755569883e+06,4.688753905662777834e+06,3.360473384039290249e+06
-2.706986869755612686e+06,4.688754195662797429e+06,3.360473674038697500e+06
-2.706986578755657189e+06,4.688754486662819050e+06,3.360473965038103517e+06
-2.706986286755701993e+06,4.688754778662840836e+06,3.360474257037507836e+06
-2.706985993755747098e+06,4.688755071662862785e+06,3.360474550036911387e+06
-2.706985699755792506e+06,4.688755365662885830e+06,3.360474844036312774e+06
-2.706985404755839147e+06,4.688755660662909038e+06,3.360475139035712462e+06
-2.706985108755886555e+06,4.688755956662933342e+06,3.360475435035110451e+06
-2.706984811755935196e+06,4.688756253662957810e+06,3.360475732034506276e+06
-2.706984513755985070e+06,4.688756551662983373e+06,3.360476030033901334e+06
-2.706984214756036177e+06,4.688756850663010031e+06,3.360476329033294693e+06
-2.706983914756088983e+06,4.688757150663036853e+06,3.360476629032686353e+06
-2.706983613756142091e+06,4.688757451663064770e+06,3.360476930032076780e+06
-2.706983311756196432e+06,4.688757753663092852e+06,3.360477232031465974e+06
-2.706983008756251540e+06,4.688758056663121097e+06,3.360477535030853935e+06
-2.706982704756307881e+06,4.688758360663151368e+06,3.360477839030240197e+06
-2.706982399756365456e+06,4.688758665663182735e+06,3.360478144029625226e+06
-2.706982093756423797e+06,4.688758971663215198e+06,3.360478450029008556e+06
-2.706981786756483372e+06,4.688759278663247824e+06,3.360478757028390653e+06
-2.706981478756544180e+06,4.688759586663281545e+06,3.360479065027771052e+06
-2.706981169756606221e+06,4.688759895663315430e+06,3.360479374027148820e+06
-2.706980859756668564e+06,4.688760205663350411e+06,3.360479684026525356e+06
-2.706980548756731208e+06,4.688760516663385555e+06,3.360479995025900193e+06
-2.706980236756795086e+06,4.688760828663421795e+06,3.360480307025273331e+06
-2.706979923756860662e+06,4.688761141663459130e+06,3.360480620024644304e+06
-2.706979609756927472e+06,4.688761455663496628e+06,3.360480934024013579e+06
-2.706979294756995048e+06,4.688761770663534291e+06,3.360481249023381155e+06
-2.706978978757063858e+06,4.688762086663572118e+06,3.360481565022746567e+06
-2.706978661757133435e+06,4.688762403663611040e+06,3.360481882022109814e+06
-2.706978343757204246e+06,4.688762721663651057e+06,3.360482200021470431e+06
-2.706978024757276289e+06,4.688763040663692169e+06,3.360482519020828418e+06
-2.706977704757348634e+06,4.688763360663733445e+06,3.360482839020183776e+06
-2.706977383757422213e+06,4.688763681663774885e+06,3.360483160019537900e+06
-2.706977061757496092e+06,4.688764003663817421e+06,3.360483482018889859e+06
